product,qty,uom,serial,Owner,# FPAQ,product,tare,genre,etat,date_classement,Proprio,DB
G42,1,,V5145,maple.P0137,15668,G42,42,G,B,41061,maple.P0137,FAUX
G42,1,,V5139,maple.P0137,15668,G42,42,G,L,41373,maple.P0137,FAUX
G42,1,,V5134,maple.P0137,15668,G42,42,G,L,41061,maple.P0137,FAUX
G42,1,,V5111,maple.P0137,15668,G42,42,G,B,41015,maple.P0137,FAUX
G42,1,,V5072,maple.P0137,15668,G42,42,G,B,41015,maple.P0137,FAUX
G42,1,,V5022,maple.P0137,15668,G42,42,G,L,41380,maple.P0137,FAUX
U53,1,,SSI70,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U53,1,,SSI43,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U45,1,,SSI39,maple.P0013,13,U45,45,U,O,41405,maple.P0013,FAUX
U53,1,,SSI29,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2681,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2679,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2677,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2676,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2674,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U40,1,,SSI2672,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2671,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2670,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2661,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2660,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2659,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U35,1,,SSI2657,maple.P0013,13,U35,35,U,O,41405,maple.P0013,FAUX
U35,1,,SSI2656,maple.P0013,13,U35,35,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2645,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2642,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2630,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2627,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U42,1,,SSI2626,maple.P0013,13,U42,42,U,O,41405,maple.P0013,FAUX
U42,1,,SSI2604,maple.P0013,13,U42,42,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2603,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U36,1,,SSI2600,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U42,1,,SSI2589,maple.P0013,13,U42,42,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2580,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2577,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2556,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2549,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U40,1,,SSI2548,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U38,1,,SSI2515,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2476,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2465,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U38,1,,SSI2462,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2461,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2454,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U41,1,,SSI2314,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U39,1,,SSI2299,maple.P0013,13,U39,39,U,O,41405,maple.P0013,FAUX
U37,1,,SSI2258,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U40,1,,SSI224,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U40,1,,SSI2208,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U34,1,,SSI2141,maple.P0013,13,U34,34,U,O,41405,maple.P0013,FAUX
U38,1,,SSI2126,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U46,1,,SSI2122,maple.P0013,13,U46,46,U,O,41405,maple.P0013,FAUX
U47,1,,SSI2097,maple.P0013,13,U47,47,U,O,41405,maple.P0013,FAUX
U53,1,,SSI2013,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U40,1,,SSI1996,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U37,1,,SSI1992,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U45,1,,SSI1991,maple.P0013,13,U45,45,U,O,41405,maple.P0013,FAUX
U40,1,,SSI1778,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U36,1,,SSI1754,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U41,1,,SSI1747,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U37,1,,SSI1724,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U43,1,,SSI1723,maple.P0013,13,U43,43,U,O,41405,maple.P0013,FAUX
U38,1,,SSI169,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U37,1,,SSI167,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U36,1,,SSI1661,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U46,1,,SSI158,maple.P0013,13,U46,46,U,O,41405,maple.P0013,FAUX
U40,1,,SSI1576,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U40,1,,SSI1542,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U41,1,,SSI154,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U44,1,,SSI1527,maple.P0013,13,U44,44,U,O,41405,maple.P0013,FAUX
U53,1,,SSI152,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U36,1,,SSI1497,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U46,1,,SSI1357,maple.P0013,13,U46,46,U,O,41405,maple.P0013,FAUX
U38,1,,SSI1343,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U53,1,,SSI132,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U38,1,,SSI127,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U35,1,,SSI1264,maple.P0013,13,U35,35,U,O,41405,maple.P0013,FAUX
U44,1,,SSI1184,maple.P0013,13,U44,44,U,O,41405,maple.P0013,FAUX
U37,1,,SSI1155,maple.P0013,13,U37,37,U,O,41405,maple.P0013,FAUX
U41,1,,SSI1132,maple.P0013,13,U41,41,U,O,41405,maple.P0013,FAUX
U36,1,,SSI1116,maple.P0013,13,U36,36,U,O,41405,maple.P0013,FAUX
U40,1,,SSI1090,maple.P0013,13,U40,40,U,O,41405,maple.P0013,FAUX
U53,1,,SSI108,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U53,1,,SSI102,maple.P0013,13,U53,53,U,O,41405,maple.P0013,FAUX
U38,1,,SSI1009,maple.P0013,13,U38,38,U,O,41405,maple.P0013,FAUX
U43,1,,SSI063,maple.P0013,13,U43,43,U,O,41405,maple.P0013,FAUX
U45,1,,SE9999,base.main_partner,162,U45,45,U,O,41426,base.main_partner,FAUX
U42,1,,SE2687,base.main_partner,162,U42,42,U,O,41372,base.main_partner,FAUX
U36,1,,SE2686,base.main_partner,162,U36,36,U,O,41365,base.main_partner,FAUX
U37,1,,SE2683,base.main_partner,162,U37,37,U,O,41365,base.main_partner,FAUX
U42,1,,SE2675,base.main_partner,162,U42,42,U,O,41365,base.main_partner,FAUX
U36,1,,SE2667,base.main_partner,162,U36,36,U,O,41365,base.main_partner,FAUX
U36,1,,SE2666,base.main_partner,13,U36,36,U,O,41003,base.main_partner,FAUX
U40,1,,SE2665,base.main_partner,162,U40,40,U,O,41426,base.main_partner,FAUX
U43,1,,SE2655,base.main_partner,162,U43,43,U,O,41365,base.main_partner,FAUX
U38,1,,SE2654,base.main_partner,162,U38,38,U,O,41426,base.main_partner,FAUX
U35,1,,SE2652,base.main_partner,13,U35,35,U,O,41003,base.main_partner,FAUX
U40,1,,SE2650,base.main_partner,162,U40,40,U,O,41365,base.main_partner,FAUX
U36,1,,SE2643,base.main_partner,162,U36,36,U,O,41365,base.main_partner,FAUX
U37,1,,SE2639,base.main_partner,162,U37,37,U,O,41372,base.main_partner,FAUX
U38,1,,SE2638,base.main_partner,13,U38,38,U,O,41003,base.main_partner,FAUX
U42,1,,SE2628,base.main_partner,13,U42,42,U,O,41003,base.main_partner,FAUX
U40,1,,SE2615,base.main_partner,162,U40,40,U,O,41372,base.main_partner,FAUX
U43,1,,SE2596,base.main_partner,162,U43,43,U,O,41426,base.main_partner,FAUX
U42,1,,SE2592,base.main_partner,162,U42,42,U,O,41426,base.main_partner,FAUX
U48,1,,SE2591,base.main_partner,162,U48,48,U,O,41426,base.main_partner,FAUX
U38,1,,SE2582,base.main_partner,162,U38,38,U,O,41380,base.main_partner,FAUX
U41,1,,SE2581,base.main_partner,162,U41,41,U,O,41380,base.main_partner,FAUX
U42,1,,SE2572,base.main_partner,162,U42,42,U,O,41380,base.main_partner,FAUX
U36,1,,SE2568,base.main_partner,162,U36,36,U,O,41372,base.main_partner,FAUX
U42,1,,SE2553,base.main_partner,162,U42,42,U,O,41372,base.main_partner,FAUX
U38,1,,SE2546,base.main_partner,13,U38,38,U,O,41003,base.main_partner,FAUX
U40,1,,SE2545,base.main_partner,162,U40,40,U,O,41426,base.main_partner,FAUX
U41,1,,SE2542,base.main_partner,13,U41,41,U,O,41003,base.main_partner,FAUX
U42,1,,SE2529,base.main_partner,162,U42,42,U,O,41426,base.main_partner,FAUX
U40,1,,SE2520,base.main_partner,162,U40,40,U,O,41426,base.main_partner,FAUX
U34,1,,SE2517,base.main_partner,32,U34,34,U,O,41003,base.main_partner,FAUX
U36,1,,SE2516,base.main_partner,13,U36,36,U,O,41003,base.main_partner,FAUX
U41,1,,SE2507,base.main_partner,13,U41,41,U,O,41003,base.main_partner,FAUX
U37,1,,SE2502,base.main_partner,13,U37,37,U,O,41003,base.main_partner,FAUX
U36,1,,SE2495,base.main_partner,162,U36,36,U,O,41426,base.main_partner,FAUX
U41,1,,SE2490,base.main_partner,162,U41,41,U,O,41426,base.main_partner,FAUX
U36,1,,SE2486,base.main_partner,13,U36,36,U,O,41003,base.main_partner,FAUX
U42,1,,SE2485,base.main_partner,13,U42,42,U,O,41003,base.main_partner,FAUX
U41,1,,SE2484,base.main_partner,162,U41,41,U,O,41426,base.main_partner,FAUX
U37,1,,SE2479,base.main_partner,13,U37,37,U,O,41003,base.main_partner,FAUX
U35,1,,SE2473,base.main_partner,162,U35,35,U,O,41380,base.main_partner,FAUX
U36,1,,SE2471,base.main_partner,162,U36,36,U,O,41426,base.main_partner,FAUX
U37,1,,SE2468,base.main_partner,13,U37,37,U,O,41003,base.main_partner,FAUX
U40,1,,SE2467,base.main_partner,162,U40,40,U,O,41426,base.main_partner,FAUX
